Id,Label,Interest,clustering,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,eigencentrality
alicetvz,1,Survival,0.000211,0.203419,4367,0,4367,4736,0,4736,0,0,0,0,0,1,1
znebtv,2,Survival,0.000636,0.102709,2447,5,2452,2647,5,2652,2,0.857143,0.916667,0.00019,0,4,0.562789
sohowtf,3,Survival,0.000563,0.089537,2721,6,2727,2898,6,2904,1,1,1,0.000249,0,4,0.614725
martiiex,4,Survival,0.001254,0.059859,1474,2,1476,1609,2,1611,3,0.545455,0.638889,0.000037,0,4,0.352116
staynarosz,5,Survival,0.001646,0.044939,640,0,640,690,0,690,0,0,0,0,0,0,0.167685
capta1njackz,6,Survival,0.001294,0.044542,478,0,478,489,0,489,0,0,0,0,0,2,0.131632
sohowtf_jr,7,Survival,0.008824,0.013946,85,0,85,95,0,95,0,0,0,0,0,3,0.032371
bestzasp,8,Survival,0,0.003405,195,0,195,212,0,212,0,0,0,0,0,25,0.043163
t0ffylive,9,Survival,0,0.000986,23,0,23,27,0,27,0,0,0,0,0,2181,0.005089
systemz77,10,Survival,0,0.000406,11,0,11,11,0,11,0,0,0,0,0,438,0.002434
uooukz,11,Survival,0.096838,0.000397,19,4,23,20,4,24,2,0.7,0.785714,0.000001,0,112,0.004204
icemanzzz,12,Survival,0,0.000334,10,0,10,11,0,11,0,0,0,0,0,397,0.002213
oassassinxu,13,Survival,0.097222,0.000288,6,3,9,6,3,9,2,0.636364,0.714286,0.000001,0,459,0.001328
friendlys_,14,Survival,0.069444,0.000277,5,4,9,5,4,9,2,0.666667,0.75,0.000001,0,248,0.001111
tizhs,15,Survival,0,0.000275,7,0,7,7,0,7,0,0,0,0,0,804,0.001549
solarx36,16,Survival,0.069444,0.000233,8,1,9,8,1,9,2,0.538462,0.571429,0,0,1117,0.00177
plaxnis,17,Survival,0,0.000232,4,0,4,4,0,4,0,0,0,0,0,1395,0.000885
blue0skyx,18,Survival,0.19697,0.000225,7,5,12,7,5,12,2,0.777778,0.857143,0,0,570,0.001549
deadbydaylightonline,19,Survival,0,0.000206,4,0,4,5,0,5,0,0,0,0,0,1697,0.000885
nongfrong__,20,Survival,0,0.000192,3,2,5,3,2,5,1,1,1,0,0,1779,0.000664
mixky_,21,Survival,0,0.000181,4,0,4,4,0,4,0,0,0,0,0,1671,0.000885
newborn007,22,Survival,0,0.000177,3,0,3,3,0,3,0,0,0,0,0,949,0.000664
kumpaiboy,23,Survival,0,0.000175,3,0,3,3,0,3,0,0,0,0,0,499,0.000664
neociety,24,Survival,0,0.000168,4,0,4,4,0,4,0,0,0,0,0,1967,0.000885
topi_us,25,Survival,0,0.000166,3,0,3,3,0,3,0,0,0,0,0,4167,0.000664
channelatibadee,26,Survival,0,0.000165,6,0,6,6,0,6,0,0,0,0,0,577,0.001328
biw_jirayu,27,Survival,0,0.000158,4,0,4,5,0,5,0,0,0,0,0,352,0.000885
shokutvz,28,Survival,0,0.000149,3,0,3,3,0,3,0,0,0,0,0,764,0.000664
mizziss,29,Survival,0,0.000144,3,0,3,3,0,3,0,0,0,0,0,546,0.000664
sadlyvibe,30,Survival,0,0.000142,4,0,4,4,0,4,0,0,0,0,0,337,0.000885
amoeba_xve,31,Survival,0,0.00014,2,0,2,2,0,2,0,0,0,0,0,1287,0.000443
youngeruncle,32,Survival,0,0.00014,2,0,2,3,0,3,0,0,0,0,0,837,0.000443
zarvage,33,Survival,0,0.00014,2,0,2,2,0,2,0,0,0,0,0,1023,0.000443
twopking,34,Survival,0,0.00014,2,0,2,2,0,2,0,0,0,0,0,3020,0.000443
kenjiglue,35,Survival,0,0.00014,2,0,2,2,0,2,0,0,0,0,0,3024,0.000443
babegster,36,Survival,0,0.00014,3,0,3,4,0,4,0,0,0,0,0,3922,0.000664
redwool1,37,Survival,0,0.00014,2,0,2,2,0,2,0,0,0,0,0,6316,0.000443
babyjungch,38,Survival,0,0.00014,2,0,2,3,0,3,0,0,0,0,0,2399,0.000443
chatkachat,39,Survival,0,0.000138,3,0,3,3,0,3,0,0,0,0,0,750,0.000664
then3ar,40,Survival,0,0.000136,1,0,1,1,0,1,0,0,0,0,0,2261,0.000226
thezeno_live,41,Survival,0.178571,0.000133,3,5,8,3,5,8,2,0.727273,0.8125,0,0,1012,0.000664
bestvbs111,42,Survival,0,0.000131,2,0,2,2,0,2,0,0,0,0,0,1052,0.000443
chompooday,43,Survival,0,0.000131,3,0,3,5,0,5,0,0,0,0,0,2224,0.000664
frankyyttv,44,Survival,0,0.000131,2,0,2,2,0,2,0,0,0,0,0,4024,0.000443
skype_,45,Survival,0,0.000131,2,0,2,2,0,2,0,0,0,0,0,693,0.000443
lungmuek,46,Survival,0,0.000131,2,0,2,2,0,2,0,0,0,0,0,2525,0.000443
trollman147,47,Survival,0,0.000131,3,0,3,6,0,6,0,0,0,0,0,4231,0.000664
blue_whale,48,Survival,0.333333,0.000127,2,2,4,2,3,5,2,0.583333,0.642857,0,0,939,0.000443
bowbibu,49,Survival,0,0.000127,2,0,2,2,0,2,0,0,0,0,0,1009,0.000443
maredimension,50,Survival,0,0.000127,2,0,2,2,0,2,0,0,0,0,0,1344,0.000443
im_tar,51,Survival,0,0.000127,2,0,2,3,0,3,0,0,0,0,0,856,0.000443
asapgr8guy,52,Survival,0,0.000127,2,0,2,2,0,2,0,0,0,0,0,3756,0.000443
tewliie,53,Survival,0,0.000127,2,0,2,2,0,2,0,0,0,0,0,1665,0.000443
kinomamikamuratrabamfire,54,Survival,0,0.000127,2,0,2,2,0,2,0,0,0,0,0,922,0.000443
falconpond,55,Survival,0,0.000127,2,0,2,4,0,4,0,0,0,0,0,6309,0.000443
pakkung500,56,Survival,0,0.000125,1,0,1,1,0,1,0,0,0,0,0,3762,0.000226
nonnnum,57,Survival,0,0.000124,2,0,2,2,0,2,0,0,0,0,0,1048,0.000443
jalayy,58,Survival,0,0.000124,2,0,2,2,0,2,0,0,0,0,0,1338,0.000443
platar,59,Survival,0,0.000124,2,0,2,2,0,2,0,0,0,0,0,1477,0.000443
cynziax,60,Survival,0,0.000124,2,0,2,2,0,2,0,0,0,0,0,4550,0.000443
bankzj,61,Survival,0,0.000124,2,0,2,2,0,2,0,0,0,0,0,2997,0.000443
lynleyx,62,Survival,0,0.000123,2,0,2,2,0,2,0,0,0,0,0,1066,0.000443
jamey_kung,63,Survival,0,0.000121,1,0,1,1,0,1,0,0,0,0,0,247,0.000246
nighthunterz9,64,Survival,0,0.000116,4,0,4,4,0,4,0,0,0,0,0,652,0.000885
kodcoldz,65,Survival,0.166667,0.000114,1,2,3,1,2,3,3,0.45,0.537037,0,0,5054,0.000221
l2poppoliiz,66,Survival,0.166667,0.000114,1,2,3,1,3,4,2,0.583333,0.642857,0,0,5468,0.000221
famechanelth1,67,Survival,0,0.000114,1,1,2,1,1,2,2,0.538462,0.571429,0,0,2481,0.000221
weaself,68,Survival,0,0.000114,1,1,2,1,1,2,2,0.538462,0.571429,0,0,3637,0.000221
cdcnkkuy004,69,Survival,0,0.000114,2,0,2,2,0,2,0,0,0,0,0,30,0.000443
punchbumbumb,70,Survival,0,0.000114,2,0,2,2,0,2,0,0,0,0,0,4809,0.000443
xhandstrike,71,Survival,0,0.000114,1,1,2,1,1,2,2,0.538462,0.571429,0,0,6716,0.000221
colonymeteorxxtan,72,Survival,0,0.000114,2,0,2,2,0,2,0,0,0,0,0,1050,0.000443
donraemo,73,Survival,0,0.000111,3,0,3,3,0,3,0,0,0,0,0,950,0.000664
meng_nat,74,Survival,0,0.000105,2,0,2,2,0,2,0,0,0,0,0,3483,0.000443
backtoicezu,75,Survival,0,0.000105,2,0,2,2,0,2,0,0,0,0,0,4808,0.000443
yksch,76,Survival,0,0.000105,2,0,2,2,0,2,0,0,0,0,0,4995,0.000443
frame_mercis16,77,Survival,0.166667,0.000104,3,0,3,3,0,3,0,0,0,0,0,1396,0.000669
guyzaii123,78,Survival,0.333333,0.000103,3,4,7,4,4,8,2,0.7,0.785714,0,0,2581,0.000664
flookzaa333,79,Survival,0,0.000098,2,0,2,2,0,2,0,0,0,0,0,1337,0.000443
skrttsun,80,Survival,0,0.000096,2,0,2,2,0,2,0,0,0,0,0,891,0.000443
o_omeawo_o,81,Survival,0,0.000096,2,0,2,2,0,2,0,0,0,0,0,4513,0.000443
sirzack84,82,Survival,0,0.000092,1,0,1,1,0,1,0,0,0,0,0,99,0.000226
yuu_amfinethanks,83,Survival,0.5,0.000088,1,1,2,1,1,2,1,1,1,0,0,2894,0.000221
janjannch,84,Survival,0.416667,0.000088,1,3,4,1,3,4,3,0.583333,0.690476,0,0,252,0.000221
jarusz,85,Survival,0.416667,0.000088,1,3,4,1,6,7,2,0.636364,0.714286,0,0,1194,0.000221
inoomnim,86,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,1021,0.000221
s4ndyz,87,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,1340,0.000221
alaska_ch46,88,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,1931,0.000221
chibach,89,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,2032,0.000221
callingzery,90,Survival,0,0.000088,1,1,2,2,1,3,1,1,1,0,0,2262,0.000221
mimyzza,91,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,2336,0.000221
tawanlnmm,92,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,2430,0.000221
nolerovertanck,93,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,1032,0.000221
freddaz,94,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,381,0.000221
tensiro,95,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,3500,0.000221
petchmychannel,96,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,3667,0.000221
x_x_i_s,97,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,3994,0.000221
oishi1150,98,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,4268,0.000221
georgegie,99,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,5167,0.000221
ummaroy,100,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,5486,0.000221
sketboy,101,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,5555,0.000221
supraneerueanin,102,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,5763,0.000221
kkgamerone,103,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,6006,0.000221
keikizura,104,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,6125,0.000221
teerapat_snake,105,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,6221,0.000221
nuat_tv,106,Survival,0,0.000088,1,0,1,14,0,14,0,0,0,0,0,6306,0.000221
fashion_07,107,Survival,0,0.000088,2,0,2,2,0,2,0,0,0,0,0,1418,0.000443
minerdelta2k,108,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,6814,0.000221
winnoiz,109,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,6877,0.000221
manenderz_,110,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,6905,0.000221
fujinoz,111,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,2257,0.000221
overit,112,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,3008,0.000221
khaminz,113,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,3227,0.000221
sirget,114,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,4240,0.000221
raptorzth,115,Survival,0,0.000088,1,0,1,2,0,2,0,0,0,0,0,1610,0.000221
maigolf1234,116,Survival,0,0.000088,1,0,1,2,0,2,0,0,0,0,0,1352,0.000221
sad_nooot,117,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,2811,0.000221
i_jeep_,118,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,6787,0.000221
animedpat,119,Survival,0,0.000088,1,0,1,1,0,1,0,0,0,0,0,1825,0.000221
poomzakl,120,Survival,0,0.000086,2,0,2,3,0,3,0,0,0,0,0,4834,0.000443
natsume_tv,121,Survival,0,0.000085,2,0,2,2,0,2,0,0,0,0,0,86,0.000443
jonewvy,122,Survival,0,0.000085,2,0,2,2,0,2,0,0,0,0,0,604,0.000443
imewxz,123,Survival,0.35,0.000084,2,3,5,2,3,5,2,0.636364,0.714286,0,0,875,0.000443
lynco1n_,124,Survival,0,0.000084,1,0,1,1,0,1,0,0,0,0,0,1498,0.000226
devilblackhole,125,Survival,0,0.000083,2,0,2,2,0,2,0,0,0,0,0,1167,0.000443
patttpottt,126,Survival,0,0.000081,2,0,2,2,0,2,0,0,0,0,0,1067,0.000443
overqueenx,127,Survival,0.5,0.000079,1,3,4,1,5,6,2,0.636364,0.714286,0,0,368,0.000221
lly_tv,128,Survival,0.5,0.000079,1,3,4,2,3,5,2,0.636364,0.714286,0,0,825,0.000221
julietn_,129,Survival,0.5,0.000079,1,3,4,1,3,4,2,0.636364,0.714286,0,0,1613,0.000221
tokjaiz,130,Survival,0.285714,0.000079,1,6,7,2,6,8,2,0.8,0.875,0,0,3492,0.000221
nineknightz,131,Survival,0.25,0.000079,1,3,4,1,3,4,2,0.615385,0.6875,0,0,1499,0.000221
poppypenz,132,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,834,0.000221
tannnese,133,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,77,0.000221
raffityy,134,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,189,0.000221
mr_arpiker_orisid,135,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,188,0.000221
elf_minki,136,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3324,0.000221
nutunlive,137,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3441,0.000221
tanpawin,138,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3608,0.000221
boatpoint,139,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3752,0.000221
majinboozz,140,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3912,0.000221
spinhxz,141,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,4141,0.000221
mecal9912,142,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,4201,0.000221
mymee,143,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,4390,0.000221
leo99_th,144,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,5389,0.000221
aongpao,145,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,5821,0.000221
hnonnnnnnn,146,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,6035,0.000221
aennerz,147,Survival,0,0.000079,1,0,1,2,0,2,0,0,0,0,0,747,0.000221
beerzazaza565,148,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,6190,0.000221
dukdigslowlife,149,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3308,0.000221
banshee_norn_,150,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3307,0.000221
kanapot15,151,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3572,0.000221
players_lol,152,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,3938,0.000221
lazy_doggy,153,Survival,0,0.000079,1,0,1,1,0,1,0,0,0,0,0,4429,0.000221
rachata09,154,Survival,0.5,0.000075,1,2,3,1,2,3,3,0.538462,0.619048,0,0,58,0.000221
foxiiex,155,Survival,0.433333,0.000075,1,5,6,1,5,6,2,0.777778,0.857143,0,0,425,0.000221
zaxm2,156,Survival,0.333333,0.000075,1,2,3,1,2,3,2,0.583333,0.642857,0,0,253,0.000221
seatali,157,Survival,0.3,0.000075,1,4,5,1,4,5,2,0.7,0.785714,0,0,5633,0.000221
clickzzz,158,Survival,0.1,0.000075,1,4,5,1,4,5,1,1,1,0,0,2339,0.000221
nozomi_pippa,159,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,1163,0.000221
callme_badbizz,160,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,1350,0.000221
sowork_ch,161,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,1357,0.000221
odizzie,162,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,82,0.000221
tomonzto,163,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,981,0.000221
viewvych,164,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,2882,0.000221
qurbexx,165,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,1112,0.000221
jayjuay7769,166,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,3716,0.000221
xxmesaxx,167,Survival,0,0.000075,1,1,2,1,1,2,1,1,1,0,0,3763,0.000221
bwyzeeso,168,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,3928,0.000221
iamsocheichei,169,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,4222,0.000221
foursahasawas,170,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,4340,0.000221
watering_guy,171,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,4498,0.000221
framacy,172,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,467,0.000221
weerpat27,173,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,5148,0.000221
domwb,174,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,549,0.000221
bankbiie,175,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,655,0.000221
chatratchanon,176,Survival,0,0.000075,1,0,1,2,0,2,0,0,0,0,0,5999,0.000221
bank5752,177,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,1029,0.000221
simlaylive,178,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,5424,0.000221
aslotto,179,Survival,0,0.000075,1,0,1,1,0,1,0,0,0,0,0,4497,0.000221
sallyfang,180,Survival,0,0.000075,1,0,1,2,0,2,0,0,0,0,0,1363,0.000221
xlnklx,181,Survival,0,0.000073,1,0,1,1,0,1,0,0,0,0,0,3491,0.000226
mooyong_live,182,Survival,0.166667,0.000072,1,2,3,2,2,4,4,0.421053,0.53125,0,0,100,0.000221
brownie_tv,183,Survival,0,0.000072,1,0,1,1,0,1,0,0,0,0,0,324,0.000221
w1nterz4,184,Survival,0,0.000072,1,0,1,1,0,1,0,0,0,0,0,2235,0.000221
devodope,185,Survival,0,0.000072,1,0,1,2,0,2,0,0,0,0,0,2728,0.000221
c0rgig0d,186,Survival,0,0.000072,1,0,1,1,0,1,0,0,0,0,0,1330,0.000221
ablzheads,187,Survival,0,0.000072,1,0,1,1,0,1,0,0,0,0,0,5153,0.000221
bloxzero,188,Survival,0,0.000072,1,0,1,1,0,1,0,0,0,0,0,679,0.000221
baskanchit,189,Survival,0,0.000072,1,0,1,1,0,1,0,0,0,0,0,1455,0.000221
pawanjaiee,190,Survival,0,0.000072,1,0,1,1,0,1,0,0,0,0,0,2522,0.000221
blizkitz,191,Survival,0.5,0.00007,1,1,2,1,1,2,2,0.538462,0.571429,0,0,4723,0.000221
yesduck0070,192,Survival,0,0.00007,1,0,1,1,0,1,0,0,0,0,0,1011,0.000221
1_ramo,193,Survival,0,0.00007,1,0,1,1,0,1,0,0,0,0,0,2801,0.000221
poppy_r5_r5,194,Survival,0,0.00007,1,0,1,1,0,1,0,0,0,0,0,593,0.000221
chococat_gamer,195,Survival,0,0.00007,1,0,1,1,0,1,0,0,0,0,0,1467,0.000221
nonielz,196,Survival,0,0.000069,1,0,1,1,0,1,0,0,0,0,0,1158,0.000221
homyaiii,197,Survival,0,0.000068,1,0,1,1,0,1,0,0,0,0,0,3373,0.000221
pinnyporschee,198,Survival,0.333333,0.000067,1,3,4,1,3,4,2,0.636364,0.714286,0,0,877,0.000221
faibabymy,199,Survival,0,0.000067,1,0,1,1,0,1,0,0,0,0,0,876,0.000221
belphagor55,200,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,19,0
porametkk,201,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,35,0
bleedingz7,202,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,41,0
may_mt97,203,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,57,0
aoycampusx,204,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,73,0
rewatbom,205,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,148,0
palmyxzp,206,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,149,0
ellistz,207,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,179,0
nummolly,208,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,180,0
chms_k,209,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,203,0
mdrafteris,210,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,228,0
keylos16,211,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,231,0
earthkamipuififa,212,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,234,0
opolkub,213,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,251,0
yimnoijasetleaw,214,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,290,0
pooh_233,215,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,297,0
chonlada_angie,216,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,359,0
mudmeebabx,217,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,370,0
flythailand,218,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,380,0
nonamenaruto,219,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,417,0
ratchakrit2500,220,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,419,0
chicken_ban_na,221,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,429,0
tofukuron,222,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,512,0
prachaya2547,223,Survival,1,0.000062,0,2,2,0,3,3,3,0.538462,0.619048,0,0,514,0
sanajang00,224,Survival,1,0.000062,0,2,2,0,3,3,3,0.538462,0.619048,0,0,529,0
purerinrada,225,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,530,0
banan0a,226,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,532,0
packiez,227,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,548,0
garemmaipak,228,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,600,0
dlwfangg,229,Survival,1,0.000062,0,2,2,0,5,5,3,0.538462,0.619048,0,0,691,0
fluck3782,230,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,700,0
jedizaza_3630,231,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,745,0
pondzazs,232,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,754,0
mondee0,233,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,768,0
timothy_th,234,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,769,0
diamond_zcv,235,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,820,0
teamteam000,236,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,823,0
mrmonderror,237,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,848,0
the_j00k,238,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,860,0
icekwonn,239,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,863,0
alamisjemie,240,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,870,0
hanakokung,241,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,871,0
noppharut0,242,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,880,0
pay_tong,243,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,909,0
airbusggg,244,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,914,0
arte3is,245,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,915,0
zazalove126,246,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,931,0
ohmpoop4,247,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,932,0
skylibre,248,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,933,0
nop_ntk,249,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,936,0
paragon_007,250,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,937,0
leggelled,251,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,946,0
zathuit,252,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,948,0
kumkaew0310,253,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,954,0
fonnkc,254,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,957,0
sodsaich,255,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,958,0
vampire111121,256,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,966,0
zenserth,257,Survival,1,0.000062,0,2,2,0,3,3,2,0.583333,0.642857,0,0,975,0
nm_soul,258,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,979,0
eszoorio,259,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,983,0
field09403,260,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,986,0
aei_j,261,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,993,0
thesmitt,262,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,994,0
baszaxo,263,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,996,0
annyeong01,264,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1001,0
stupxd_jimmy,265,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1005,0
beniohluv12,266,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1006,0
honcoo01,267,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1016,0
odreamx_eiei,268,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1017,0
mikado_c,269,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1028,0
jamesnamngern,270,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1042,0
sibsibsob,271,Survival,1,0.000062,0,2,2,0,2,2,3,0.538462,0.619048,0,0,1055,0
pong_phannathat,272,Survival,1,0.000062,0,2,2,0,4,4,2,0.583333,0.642857,0,0,1058,0
yumsalmon,273,Survival,1,0.000062,0,2,2,0,2,2,2,0.583333,0.642857,0,0,1080,0
