Id,Label,Interest,clustering,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,eigencentrality
chayzzzzz,5802,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5170,0
siripa_a,5803,Survival,0,0.000062,0,1,1,0,2,2,1,1,1,0,0,5172,0
nubellz,5804,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5173,0
halobears,5805,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5174,0
bananaxdddd1,5806,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5175,0
somemet456,5807,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5177,0
reanata5901,5808,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5178,0
l3ily,5809,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5179,0
timmonto1,5810,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5180,0
noomcu,5811,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5182,0
tiw2545tiw,5812,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5185,0
sooyaaa__rinrin,5813,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5188,0
amonthep_007x,5814,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5189,0
hafboo,5815,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5191,0
fiat55555,5816,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5194,0
mawin_1214,5817,Survival,0,0.000062,0,1,1,0,1,1,3,0.5,0.547619,0,0,5195,0
kumiakionishi,5818,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5196,0
it_kati,5819,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5198,0
jr_triknear,5820,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5199,0
kingk40,5821,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5200,0
635476088,5822,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5201,0
titywzz,5823,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5202,0
phumrat123,5824,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5203,0
bigstorm67,5825,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5204,0
sxcsvgc,5826,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5206,0
nutteraya2545,5827,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5208,0
creepperkung,5828,Survival,0,0.000062,0,1,1,0,1,1,3,0.5,0.547619,0,0,5210,0
papongpang,5829,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5212,0
thakun80,5830,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5217,0
kometcola,5831,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5218,0
nkter123,5832,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5221,0
6phrueksa6,5833,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5224,0
monmanu,5834,Survival,0,0.000062,0,1,1,0,1,1,3,0.380952,0.4375,0,0,5226,0
boatand10,5835,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5227,0
atsawakorn003,5836,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5229,0
porunto,5837,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5230,0
teeapirak,5838,Survival,0,0.000062,0,1,1,0,1,1,3,0.5,0.547619,0,0,5236,0
ppapaint,5839,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5237,0
ton_devil,5840,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5238,0
rovppap,5841,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5239,0
non_neverdie,5842,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5240,0
swaggakz,5843,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5241,0
pannawat2325,5844,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5242,0
beem_111,5845,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5243,0
nat_spk,5846,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5245,0
alannik,5847,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5246,0
sununtana,5848,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5247,0
kongkalos,5849,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5248,0
suttikanm,5850,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5249,0
soreass_,5851,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5250,0
siripongspoy,5852,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5251,0
aotilive,5853,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5252,0
kraipet,5854,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5253,0
klongjai,5855,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5255,0
arm_error,5856,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5256,0
saji_saji,5857,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5257,0
zzton48,5858,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5258,0
snewpyyyy,5859,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5259,0
teezzgg,5860,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5260,0
prangja,5861,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5261,0
guffyguffy06,5862,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5262,0
paramettyc,5863,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5263,0
rocatdog1,5864,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5264,0
bill_biewek,5865,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5265,0
misterknightz,5866,Survival,0,0.000062,0,1,1,0,2,2,1,1,1,0,0,5266,0
phatcharapho,5867,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5267,0
ohhmygod1999,5868,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5268,0
changnoi32396,5869,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5269,0
apisityoddamnaen,5870,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5270,0
shefuuz,5871,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5271,0
kingdemonstar,5872,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5272,0
comth02,5873,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5273,0
thanawit_nu,5874,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5274,0
kampanat1516,5875,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5275,0
wwwguncom,5876,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5276,0
skatemaru69,5877,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5277,0
natthakit111,5878,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5278,0
tontypez,5879,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5279,0
aunaun2500,5880,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5280,0
showtimereal,5881,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5281,0
thegarfieldshow,5882,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5282,0
markkiths,5883,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5283,0
sleepret,5884,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5284,0
kagari889,5885,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5285,0
kltsune1998,5886,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5286,0
madikub1,5887,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5287,0
larz0rz123,5888,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5288,0
sanjimhgf,5889,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5289,0
taiy7541,5890,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5290,0
khunman01,5891,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5291,0
tenzazaz,5892,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5292,0
poy_faii,5893,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5293,0
incobc,5894,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5294,0
gueart2499,5895,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5295,0
shogun112233,5896,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5296,0
saonoi,5897,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5297,0
reenew2pm,5898,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5298,0
suradet16,5899,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5299,0
pajaree_2551,5900,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5300,0
thaisin,5901,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5301,0
kawaiililgirl,5902,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5303,0
phanapon,5903,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5304,0
bondlnwza,5904,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5305,0
chaoxod,5905,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5306,0
ton_atiwat92,5906,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5307,0
huruf8rvt,5907,Survival,0,0.000062,0,1,1,0,2,2,1,1,1,0,0,5308,0
princeza2548,5908,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5309,0
smokxxing,5909,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5311,0
bank6457,5910,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5312,0
notewast,5911,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5313,0
non_1309,5912,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5315,0
pubzath007,5913,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5316,0
teerakirn,5914,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5317,0
phichit_12,5915,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5318,0
n3mo2,5916,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5319,0
myzoogod,5917,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5320,0
jasiggt,5918,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5321,0
icreamm_,5919,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5322,0
rathipan,5920,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5323,0
masterole1,5921,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5324,0
pon4gwifi,5922,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5326,0
owen262545,5923,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5327,0
sakolram004,5924,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5328,0
xfuzememex,5925,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5329,0
embankaykrn,5926,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5330,0
bastzatv,5927,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5332,0
triplenine01,5928,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5334,0
toeyna11,5929,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5335,0
yamrolllikecake,5930,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5337,0
azteeze,5931,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5339,0
bank_rerkrit,5932,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5340,0
sumurf_yellow,5933,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5342,0
napat1234567890,5934,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5344,0
sp_ker,5935,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5345,0
956878524,5936,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5346,0
plamzei,5937,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5347,0
taoz0,5938,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5348,0
bugha2535,5939,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5349,0
chayza,5940,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5350,0
newzath8,5941,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5351,0
haidaii,5942,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5353,0
khunmint_,5943,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5354,0
rativas10352,5944,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5355,0
flalansiaa,5945,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5356,0
chindanai2546,5946,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5358,0
sir_yes_sir007,5947,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5359,0
beerqazz,5948,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5360,0
alohamild,5949,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5361,0
hghhhh,5950,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5362,0
keezuii,5951,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5363,0
sasipon2549,5952,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5365,0
punyapatsathu1,5953,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5366,0
ahmuayyy,5954,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5368,0
mercurailbenz,5955,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5369,0
the_zaro,5956,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5373,0
monday0054,5957,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5374,0
oasis_991,5958,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5376,0
yougok1112,5959,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5378,0
ballzxer,5960,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5382,0
filmsayno,5961,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5384,0
tk_ymp,5962,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5386,0
mawnamkunseen,5963,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5387,0
mnpetal,5964,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5388,0
mamajimyai,5965,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5391,0
bellatrictz,5966,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5392,0
praewpraw,5967,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5394,0
sarakarnjrlll,5968,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5395,0
weirzaz123,5969,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5398,0
30_10_43,5970,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5399,0
buzajiw,5971,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5401,0
namooman,5972,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5403,0
surathatwtf123,5973,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5404,0
bosskran,5974,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5407,0
jed5550,5975,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5408,0
taies1112,5976,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5409,0
gmthmthai12345,5977,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5410,0
mastersexer,5978,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5411,0
pichannn,5979,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5412,0
monkey_duck,5980,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5414,0
oanchittha,5981,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5415,0
maskman6,5982,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5418,0
thanathon4,5983,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5421,0
viewler,5984,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5422,0
vangjm,5985,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5423,0
saesaeyoung,5986,Survival,0,0.000062,0,1,1,0,1,1,3,0.5,0.547619,0,0,5427,0
giegzxop,5987,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5428,0
m2fun,5988,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5430,0
banksumson007,5989,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5431,0
ninjatvz3,5990,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5432,0
p_pimwipa,5991,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5433,0
ppap74,5992,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5434,0
zmn_996,5993,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5437,0
miie_17,5994,Survival,0,0.000062,0,1,1,0,1,1,3,0.5,0.547619,0,0,5440,0
ntnk_mk,5995,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5441,0
fiw29,5996,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5442,0
pf_playforfun,5997,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5448,0
petnovp,5998,Survival,0,0.000062,0,1,1,0,1,1,3,0.5,0.547619,0,0,5451,0
zazasqwead,5999,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5452,0
98761233,6000,Survival,0,0.000062,0,1,1,0,1,1,3,0.5,0.547619,0,0,5453,0
laser5556,6001,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5454,0
emptyphayun,6002,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5455,0
callmeb4e,6003,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5456,0
tivolitv,6004,Survival,0,0.000062,0,1,1,0,1,1,3,0.5,0.547619,0,0,5457,0
giovbb,6005,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5460,0
jowdiaw,6006,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5461,0
ky0juro_,6007,Survival,0,0.000062,0,1,1,0,1,1,2,0.538462,0.571429,0,0,5463,0
peerapon259,6008,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5464,0
fonkudo,6009,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5465,0
keithmaster48,6010,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5466,0
zxsolo,6011,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5467,0
fiw5_,6012,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5469,0
saoin124,6013,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5470,0
wavekung0080,6014,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5471,0
partyofphoenix,6015,Survival,0,0.000062,0,1,1,0,2,2,1,1,1,0,0,5473,0
leosz,6016,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5474,0
lucky_twt,6017,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5475,0
dndrdarkness,6018,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5476,0
kiw_2543,6019,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5477,0
toycar777,6020,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5478,0
draco_nk24,6021,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5479,0
knightqueen2745,6022,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5480,0
sek06106526641234567890,6023,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5481,0
008kkkk,6024,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5482,0
darkovertime,6025,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5483,0
peterparkerpen,6026,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5484,0
ket_2547,6027,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5485,0
pluem_13,6028,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5487,0
150443,6029,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5488,0
kik_csv,6030,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5489,0
nirxbon_wanna,6031,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5490,0
natapongza2547,6032,Survival,0,0.000062,0,1,1,0,2,2,1,1,1,0,0,5491,0
baifernkf,6033,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5492,0
boonyawat01,6034,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5493,0
muhammeddawn,6035,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5494,0
korakiew,6036,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5495,0
themoz,6037,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5496,0
tarkuty,6038,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5497,0
jirapatchaosuanjaroen,6039,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5498,0
pakawatll,6040,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5499,0
queue_os,6041,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5500,0
viwesupakorn2001,6042,Survival,0,0.000062,0,1,1,0,2,2,1,1,1,0,0,5501,0
superxnoah,6043,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5502,0
t9palm,6044,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5503,0
jaeminny,6045,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5504,0
kuroki01,6046,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5505,0
mamewbuntitaa,6047,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5506,0
artonline1,6048,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5507,0
nonameggezxd1,6049,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5508,0
lovereal7788,6050,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5510,0
thaveepon,6051,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5511,0
piingpongg_piise,6052,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5512,0
jehdjehdhndbdbe,6053,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5513,0
euclidt0ty,6054,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5514,0
icenoy,6055,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5515,0
retr0_now1993,6056,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5516,0
bumbumbpunch,6057,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5517,0
jowbig,6058,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5518,0
samdam2538,6059,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5519,0
boyhaha2538,6060,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5520,0
nonlove2546,6061,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5521,0
reoxbazz,6062,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5522,0
pu2pia,6063,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5523,0
misfortune14,6064,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5524,0
layda11,6065,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5525,0
plamko18181402,6066,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5526,0
jjk080,6067,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5527,0
nakin75,6068,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5528,0
cookies02705,6069,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5530,0
acnenattapon,6070,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5531,0
keoselive,6071,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5532,0
z0racle,6072,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5533,0
daisyyy_y,6073,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5534,0
bike_hdgys,6074,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5535,0
phurinpooh1013,6075,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5536,0
noricos0,6076,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5537,0
chayanon123,6077,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5538,0
wzthiwakorn,6078,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5539,0
sm_salmon,6079,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5540,0
midora02,6080,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5541,0
ratthaphaks,6081,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5543,0
palmacist,6082,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5544,0
wahnjae,6083,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5545,0
pachonaaa,6084,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5546,0
nimon19,6085,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5547,0
panyipin,6086,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5548,0
masterstab55,6087,Survival,0,0.000062,0,2,2,0,2,2,1,1,1,0,0,5549,0
rewnaza104,6088,Survival,0,0.000062,0,1,1,0,1,1,1,1,1,0,0,5550,0
nj05654106586,6089,Survival,0,0.000062,0,1,1,0,1,1,4,0.388889,0.464286,0,0,5551,0
